Student ID,Name,Gender,Age,GPA,Major,Interested Domain,Projects,Internships,Certifications,Future Career,Python,SQL,Java,C++,JavaScript,Cloud,AI,Cybersecurity,Soft Skills,Work Experience (Years)
1959,Student 1959,Non-binary,18,3.76,Web Development,Deep Learning,5,2,Google Data Analytics,AI Researcher,6,3,6,7,6,5,7,4,Strong,5
1960,Student 1960,Female,26,2.96,Embedded Systems,Cyber Forensics,1,2,Cisco CCNA,Blockchain Developer,7,7,10,9,9,6,5,5,Average,7
1961,Student 1961,Female,21,3.76,Networking,Ethical Hacking,4,3,CEH,Cybersecurity Analyst,10,8,9,7,4,10,3,5,Strong,6
1962,Student 1962,Male,33,2.56,Blockchain Technology,Data Visualization,1,3,Google Android Developer,Software Engineer,8,10,4,7,10,6,7,4,Weak,1
1963,Student 1963,Female,44,3.9,Quantum Computing,Deep Learning,7,2,None,Software Engineer,6,4,10,3,7,6,9,4,Weak,1
1964,Student 1964,Male,28,3.38,Web Development,Machine Learning,3,4,CEH,Machine Learning Engineer,4,10,10,7,3,9,3,7,Average,4
1965,Student 1965,Non-binary,29,3.96,Embedded Systems,Cyber Forensics,2,3,Unity Certified,Security Consultant,4,9,7,9,8,10,3,10,Average,1
1966,Student 1966,Non-binary,42,2.74,Bioinformatics,Game Development,7,1,Google Android Developer,Network Engineer,4,10,5,3,7,8,4,10,Average,8
1967,Student 1967,Male,38,2.83,Mobile App Development,IoT Security,3,0,None,Cybersecurity Analyst,4,6,8,9,8,8,9,7,Weak,2
1968,Student 1968,Non-binary,36,2.7,Blockchain Technology,IoT Security,7,5,Microsoft Certified,Data Engineer,4,5,4,3,4,4,9,6,Average,0
1969,Student 1969,Male,45,2.96,Mobile App Development,IoT Security,1,5,None,AI Researcher,7,4,4,9,3,9,9,7,Average,0
1970,Student 1970,Female,21,3.23,Networking,Ethical Hacking,5,3,Google Data Analytics,DevOps Engineer,6,8,3,9,8,9,8,4,Weak,10
1971,Student 1971,Female,22,3.31,Mobile App Development,Cyber Forensics,2,4,MIT AI Certification,Mobile App Developer,6,8,8,8,6,8,5,10,Strong,9
1972,Student 1972,Female,39,3.96,AI & Robotics,Blockchain Security,3,1,Google Android Developer,IoT Engineer,6,7,10,5,5,10,8,7,Average,4
1973,Student 1973,Non-binary,36,3.52,Embedded Systems,DevOps,6,4,Meta Frontend Developer,Machine Learning Engineer,9,10,10,8,4,10,7,3,Strong,6
1974,Student 1974,Non-binary,19,3.17,Data Science,Deep Learning,5,2,TensorFlow Certified,Machine Learning Engineer,6,9,8,3,8,8,10,10,Weak,1
1975,Student 1975,Male,39,3.08,Networking,IoT Security,6,5,MIT AI Certification,DevOps Engineer,10,9,8,4,4,7,3,3,Weak,7
1976,Student 1976,Male,31,3.85,Web Development,DevOps,4,2,Google Android Developer,Machine Learning Engineer,4,7,6,3,3,8,3,8,Weak,7
1977,Student 1977,Female,43,2.79,AI & Robotics,Big Data,7,3,TensorFlow Certified,Network Engineer,8,3,5,4,7,5,7,4,Weak,7
1978,Student 1978,Female,40,3.19,AI & Robotics,Blockchain Security,3,0,Google Android Developer,Quantum Computing Researcher,3,10,4,4,8,8,6,8,Average,2
1979,Student 1979,Non-binary,39,2.72,Software Engineering,Big Data,1,5,TensorFlow Certified,Data Scientist,3,3,3,9,10,6,7,4,Weak,8
1980,Student 1980,Female,26,3.38,Quantum Computing,Blockchain Security,6,0,IBM Quantum Developer,IoT Engineer,5,4,8,10,4,5,8,6,Average,4
1981,Student 1981,Male,19,3.97,Quantum Computing,IoT Security,3,0,Microsoft Certified,IoT Engineer,8,7,4,4,9,7,6,6,Weak,10
1982,Student 1982,Non-binary,42,3.85,Networking,Mobile App Development,7,5,Kubernetes Administrator,Data Scientist,7,3,5,3,3,3,7,3,Average,4
1983,Student 1983,Female,31,3.56,Bioinformatics,Blockchain Security,5,3,AWS Certified,Full Stack Developer,10,6,7,7,3,5,6,4,Weak,7
1984,Student 1984,Female,41,3.21,Web Development,Game Development,2,5,None,Software Engineer,5,9,10,10,4,9,9,10,Strong,6
1985,Student 1985,Female,43,2.69,Blockchain Technology,Big Data,7,4,Google Data Analytics,Mobile App Developer,6,6,8,8,3,8,4,6,Average,5
1986,Student 1986,Non-binary,40,3.24,Quantum Computing,Data Visualization,3,0,None,Web Developer,5,3,3,5,4,5,10,4,Strong,10
1987,Student 1987,Non-binary,33,2.83,Data Science,Blockchain Security,4,2,Meta Frontend Developer,Web Developer,6,6,4,5,4,9,10,7,Average,2
1988,Student 1988,Female,30,3.43,Computer Science,Ethical Hacking,3,4,TensorFlow Certified,Cybersecurity Analyst,5,10,3,3,9,5,9,6,Weak,10
1989,Student 1989,Female,37,3.55,Data Science,AI Research,7,3,None,DevOps Engineer,10,6,6,3,8,3,9,4,Weak,4
1990,Student 1990,Female,26,3.71,Game Development,DevOps,1,5,None,Data Scientist,4,5,8,8,7,4,5,9,Average,3
1991,Student 1991,Non-binary,25,2.89,Web Development,Big Data,1,2,IBM Quantum Developer,Data Engineer,9,10,9,9,5,5,9,8,Strong,7
1992,Student 1992,Female,35,2.51,Web Development,Mobile App Development,2,1,Cisco CCNA,Cybersecurity Analyst,5,8,8,5,10,6,7,3,Strong,6
1993,Student 1993,Female,43,2.58,Human-Computer Interaction,Deep Learning,2,5,Meta Frontend Developer,IoT Engineer,9,4,7,7,6,6,8,8,Weak,4
1994,Student 1994,Male,34,3.03,Quantum Computing,Deep Learning,7,4,None,Software Engineer,10,4,3,7,4,5,9,6,Strong,10
1995,Student 1995,Female,23,3.28,Bioinformatics,IoT Security,7,1,None,Mobile App Developer,9,9,5,7,3,10,8,10,Weak,9
1996,Student 1996,Male,27,3.62,Bioinformatics,AI Research,6,4,None,Penetration Tester,9,8,3,6,4,6,5,5,Strong,8
1997,Student 1997,Male,42,3.78,Mobile App Development,Ethical Hacking,7,3,Unity Certified,Machine Learning Engineer,10,6,8,5,6,10,5,6,Average,8
1998,Student 1998,Non-binary,36,2.93,Data Science,Full Stack Development,5,4,Meta Frontend Developer,Machine Learning Engineer,9,7,8,6,4,10,3,9,Weak,0
1999,Student 1999,Male,37,2.99,Web Development,Blockchain Security,4,2,None,Cybersecurity Analyst,4,7,10,4,3,10,8,3,Average,5
2000,Student 2000,Male,26,3.0,Cloud Computing,DevOps,4,1,Unity Certified,Machine Learning Engineer,7,5,7,3,4,4,10,4,Average,5
2001,Student 2001,Female,21,2.57,Networking,Ethical Hacking,4,3,None,Network Engineer,6,4,9,3,4,3,6,7,Weak,6
2002,Student 2002,Non-binary,38,3.74,Data Science,Mobile App Development,2,3,TensorFlow Certified,Security Consultant,9,10,7,3,7,9,4,6,Weak,6
2003,Student 2003,Female,38,2.58,Software Engineering,Blockchain Security,3,3,CEH,Network Engineer,8,3,10,8,5,6,5,3,Strong,3
2004,Student 2004,Male,22,2.75,AI & Robotics,Mobile App Development,3,2,MIT AI Certification,AI Researcher,10,9,3,8,9,8,6,4,Strong,2
2005,Student 2005,Male,39,3.24,Cloud Computing,Blockchain Security,5,0,AWS Certified,Data Scientist,6,10,3,9,10,10,7,9,Weak,3
2006,Student 2006,Male,20,3.41,Blockchain Technology,Quantum AI,5,2,None,Blockchain Developer,8,5,6,9,5,3,9,5,Strong,7
2007,Student 2007,Female,41,2.61,Data Science,IoT Security,5,2,Google Data Analytics,IoT Engineer,3,8,6,3,4,7,5,6,Weak,5
2008,Student 2008,Male,26,3.43,Cybersecurity,Blockchain Security,5,1,Meta Frontend Developer,Quantum Computing Researcher,6,10,10,4,3,9,10,7,Weak,10
2009,Student 2009,Non-binary,42,3.45,Cloud Computing,Data Visualization,5,3,Microsoft Certified,Data Engineer,8,3,8,5,6,7,5,3,Average,9
2010,Student 2010,Female,25,3.75,Web Development,IoT Security,3,4,Cisco CCNA,Security Consultant,9,4,3,10,7,6,3,10,Weak,1
2011,Student 2011,Male,29,2.72,Blockchain Technology,Mobile App Development,4,0,Unity Certified,Security Consultant,8,3,6,5,3,4,3,3,Weak,1
2012,Student 2012,Non-binary,27,3.54,Mobile App Development,Mobile App Development,7,5,IBM Quantum Developer,Cybersecurity Analyst,6,10,9,9,4,4,3,10,Average,9
2013,Student 2013,Female,34,3.2,Blockchain Technology,Game Development,7,0,Microsoft Certified,Full Stack Developer,8,10,4,4,10,5,5,4,Strong,8
2014,Student 2014,Non-binary,43,2.91,Human-Computer Interaction,Cyber Forensics,1,0,Kubernetes Administrator,Cloud Architect,10,3,8,5,8,4,3,3,Strong,0
2015,Student 2015,Female,40,3.96,Computer Science,IoT Security,4,5,Unity Certified,Cloud Architect,5,7,6,4,7,10,4,5,Weak,9
2016,Student 2016,Male,43,2.83,Data Science,Blockchain Security,4,5,Microsoft Certified,Mobile App Developer,4,8,6,3,9,5,9,5,Strong,1
2017,Student 2017,Female,19,3.02,Embedded Systems,Blockchain Security,7,3,None,IoT Engineer,7,4,10,9,8,6,5,9,Strong,3
2018,Student 2018,Female,21,3.26,Mobile App Development,Mobile App Development,2,1,CEH,Web Developer,3,3,3,3,5,4,9,4,Average,0
2019,Student 2019,Non-binary,29,2.57,Blockchain Technology,Deep Learning,6,1,None,Network Engineer,6,5,7,3,8,3,7,8,Weak,8
2020,Student 2020,Female,29,3.07,Cloud Computing,Cyber Forensics,6,2,IBM Quantum Developer,Machine Learning Engineer,7,6,7,8,6,3,4,4,Weak,9
2021,Student 2021,Non-binary,19,3.31,Cloud Computing,Ethical Hacking,5,2,AWS Certified,Penetration Tester,8,10,8,8,6,9,8,3,Strong,10
2022,Student 2022,Female,44,2.63,Cloud Computing,Deep Learning,3,0,None,Cybersecurity Analyst,4,9,8,3,7,9,10,4,Weak,7
2023,Student 2023,Male,41,3.66,Cloud Computing,Machine Learning,1,1,Kubernetes Administrator,Network Engineer,6,3,8,7,7,7,5,7,Average,3
2024,Student 2024,Non-binary,33,2.6,Software Engineering,AI Research,6,3,Google Data Analytics,Security Consultant,8,6,7,5,9,8,10,8,Weak,2
2025,Student 2025,Male,35,3.59,Data Science,Machine Learning,5,4,Microsoft Certified,Cloud Architect,7,4,10,9,10,8,4,3,Average,4
2026,Student 2026,Female,25,3.23,Human-Computer Interaction,IoT Security,1,0,CEH,Quantum Computing Researcher,5,9,8,4,4,9,9,3,Average,9
2027,Student 2027,Male,19,2.97,Computer Science,Quantum AI,4,1,Meta Frontend Developer,Software Engineer,6,6,9,8,9,10,8,8,Strong,8
2028,Student 2028,Non-binary,20,3.43,Software Engineering,IoT Security,1,4,Microsoft Certified,Cloud Architect,7,7,5,9,7,7,10,9,Weak,7
2029,Student 2029,Female,28,3.24,Cloud Computing,Game Development,4,0,TensorFlow Certified,Network Engineer,5,7,3,4,10,5,9,5,Strong,1
2030,Student 2030,Male,24,2.6,Quantum Computing,Machine Learning,3,4,Meta Frontend Developer,Data Engineer,4,4,3,9,6,6,7,8,Average,1
2031,Student 2031,Non-binary,41,3.58,Web Development,Blockchain Security,3,5,CEH,DevOps Engineer,3,5,9,7,8,9,6,3,Weak,4
2032,Student 2032,Female,36,3.81,Cloud Computing,Blockchain Security,6,3,None,Data Scientist,3,3,10,3,3,3,3,7,Strong,8
2033,Student 2033,Female,45,2.83,Networking,Mobile App Development,5,1,None,Blockchain Developer,8,7,3,5,6,7,4,8,Strong,1
2034,Student 2034,Non-binary,22,3.51,Blockchain Technology,Full Stack Development,7,3,Cisco CCNA,Machine Learning Engineer,7,7,9,7,8,6,8,4,Weak,4
2035,Student 2035,Female,40,2.53,Human-Computer Interaction,Cyber Forensics,2,0,Google Data Analytics,Cloud Architect,3,7,10,9,3,7,5,3,Average,6
2036,Student 2036,Male,18,3.9,Cloud Computing,Big Data,5,5,TensorFlow Certified,AI Researcher,8,8,6,7,6,10,8,5,Weak,7
2037,Student 2037,Non-binary,27,3.71,Mobile App Development,Data Visualization,6,2,Red Hat Certified Engineer,Software Engineer,6,7,3,4,9,3,5,8,Weak,1
2038,Student 2038,Female,34,3.63,Cloud Computing,Deep Learning,4,3,None,AI Researcher,3,5,7,5,10,4,8,7,Average,2
2039,Student 2039,Male,21,3.55,Bioinformatics,AI Research,5,5,None,Data Scientist,10,4,5,6,7,7,10,8,Average,6
2040,Student 2040,Male,32,3.98,Bioinformatics,Cloud Security,1,5,None,Penetration Tester,4,3,8,3,5,9,5,5,Average,3
2041,Student 2041,Female,40,2.54,Quantum Computing,Ethical Hacking,5,3,None,Web Developer,10,3,7,3,6,9,5,9,Weak,6
2042,Student 2042,Male,35,3.08,Networking,Quantum AI,5,0,AWS Certified,Penetration Tester,7,6,5,8,10,5,9,7,Average,4
2043,Student 2043,Non-binary,28,3.47,Quantum Computing,Machine Learning,3,0,TensorFlow Certified,Penetration Tester,8,10,6,10,4,9,7,3,Strong,2
2044,Student 2044,Male,43,3.23,Human-Computer Interaction,Deep Learning,6,3,Kubernetes Administrator,DevOps Engineer,10,7,9,10,7,10,9,8,Weak,5
2045,Student 2045,Non-binary,22,3.37,Human-Computer Interaction,IoT Security,2,4,CEH,Game Developer,10,8,7,5,7,6,6,9,Strong,9
2046,Student 2046,Non-binary,25,3.54,Computer Science,Blockchain Security,3,2,AWS Certified,Data Scientist,7,8,5,4,3,10,7,10,Weak,3
2047,Student 2047,Non-binary,31,3.62,Embedded Systems,IoT Security,7,0,Cisco CCNA,Quantum Computing Researcher,9,8,3,4,6,6,7,6,Average,0
2048,Student 2048,Female,24,3.76,Networking,Big Data,5,1,Kubernetes Administrator,Security Consultant,6,4,8,3,4,9,7,7,Average,1
2049,Student 2049,Non-binary,41,3.81,Data Science,Blockchain Security,5,0,AWS Certified,Data Engineer,8,4,6,5,10,9,10,9,Strong,1
2050,Student 2050,Male,34,3.18,Human-Computer Interaction,Game Development,6,1,Kubernetes Administrator,Full Stack Developer,6,3,10,5,3,5,3,6,Weak,9
2051,Student 2051,Female,41,3.32,AI & Robotics,IoT Security,1,5,Red Hat Certified Engineer,Cloud Architect,8,3,9,10,9,9,3,3,Strong,8
2052,Student 2052,Female,45,2.67,Game Development,AI Research,7,5,Unity Certified,Security Consultant,9,8,5,9,7,5,4,3,Weak,6
2053,Student 2053,Non-binary,45,2.74,Computer Science,Machine Learning,7,4,Red Hat Certified Engineer,Game Developer,8,7,8,6,4,10,8,4,Strong,0
2054,Student 2054,Male,31,3.23,Software Engineering,Game Development,1,3,Kubernetes Administrator,Cybersecurity Analyst,7,5,4,10,5,9,6,9,Average,7
2055,Student 2055,Male,37,3.67,Cybersecurity,Mobile App Development,3,1,TensorFlow Certified,Quantum Computing Researcher,7,5,3,5,7,5,8,9,Weak,8
2056,Student 2056,Non-binary,33,3.47,Mobile App Development,Deep Learning,3,5,None,Data Engineer,8,7,3,10,5,6,6,10,Weak,3
2057,Student 2057,Male,22,2.79,Data Science,Big Data,4,4,Google Android Developer,Data Scientist,10,5,3,7,10,4,8,10,Strong,10
2058,Student 2058,Male,43,3.37,Software Engineering,Ethical Hacking,2,2,None,Cybersecurity Analyst,5,10,5,8,7,8,7,4,Strong,10
2059,Student 2059,Female,32,3.15,Web Development,Game Development,2,4,Kubernetes Administrator,Cybersecurity Analyst,3,5,8,5,5,3,8,5,Strong,6
2060,Student 2060,Male,24,3.14,Human-Computer Interaction,Data Visualization,2,0,Meta Frontend Developer,Machine Learning Engineer,3,8,8,7,10,7,7,8,Strong,4
2061,Student 2061,Non-binary,32,2.73,Bioinformatics,Ethical Hacking,6,4,Cisco CCNA,IoT Engineer,9,9,6,4,3,9,9,5,Strong,8
2062,Student 2062,Female,40,2.59,Data Science,Game Development,5,1,AWS Certified,DevOps Engineer,9,5,8,6,6,7,3,8,Strong,1
2063,Student 2063,Male,45,3.03,Software Engineering,Game Development,2,2,MIT AI Certification,Cloud Architect,3,6,9,3,7,7,5,5,Weak,1
2064,Student 2064,Male,19,2.97,Human-Computer Interaction,Quantum AI,2,4,TensorFlow Certified,Quantum Computing Researcher,10,7,7,8,6,8,9,3,Strong,6
2065,Student 2065,Female,32,3.27,Computer Science,Blockchain Security,7,1,Microsoft Certified,Quantum Computing Researcher,9,6,6,9,8,5,3,5,Average,0
2066,Student 2066,Male,33,3.78,Cloud Computing,Machine Learning,3,0,IBM Quantum Developer,Machine Learning Engineer,4,8,4,6,7,10,7,8,Strong,7
2067,Student 2067,Male,28,3.94,Cloud Computing,Game Development,5,3,None,Data Engineer,4,9,10,6,10,5,7,9,Average,10
2068,Student 2068,Male,18,3.69,Cloud Computing,Blockchain Security,3,4,None,Network Engineer,7,6,8,3,3,5,10,7,Strong,8
2069,Student 2069,Male,37,2.91,Human-Computer Interaction,Game Development,3,3,Red Hat Certified Engineer,Software Engineer,6,4,9,6,8,4,5,8,Strong,6
2070,Student 2070,Male,31,3.75,AI & Robotics,Full Stack Development,1,3,Cisco CCNA,Blockchain Developer,8,10,8,5,5,3,10,10,Weak,8
2071,Student 2071,Non-binary,40,3.16,Blockchain Technology,Cyber Forensics,5,5,None,Security Consultant,8,10,7,8,6,9,3,3,Weak,7
2072,Student 2072,Female,38,2.65,Mobile App Development,Ethical Hacking,3,2,TensorFlow Certified,Quantum Computing Researcher,4,7,8,10,8,10,9,4,Average,5
2073,Student 2073,Female,44,3.78,Human-Computer Interaction,Big Data,6,5,IBM Quantum Developer,DevOps Engineer,6,5,6,3,10,4,5,9,Average,9
2074,Student 2074,Female,35,2.52,Quantum Computing,Deep Learning,7,1,None,Full Stack Developer,10,3,4,8,10,6,5,8,Weak,4
2075,Student 2075,Male,22,3.91,Data Science,IoT Security,7,5,MIT AI Certification,Mobile App Developer,7,6,6,5,9,10,7,3,Average,8
2076,Student 2076,Female,30,3.79,Bioinformatics,Big Data,7,3,Meta Frontend Developer,Game Developer,5,3,5,4,9,10,5,7,Average,0
2077,Student 2077,Non-binary,26,3.31,Blockchain Technology,Cloud Security,7,4,CEH,AI Researcher,3,9,6,6,6,10,5,6,Average,3
2078,Student 2078,Female,43,3.61,Game Development,Game Development,5,0,MIT AI Certification,Data Engineer,5,6,5,9,3,9,5,7,Average,0
2079,Student 2079,Female,33,3.75,Human-Computer Interaction,Cloud Security,3,4,TensorFlow Certified,Web Developer,3,5,7,8,7,6,5,4,Weak,0
2080,Student 2080,Non-binary,29,3.36,Mobile App Development,Deep Learning,1,2,Kubernetes Administrator,Data Engineer,6,7,10,6,4,10,10,5,Average,7
2081,Student 2081,Non-binary,36,3.23,Bioinformatics,Blockchain Security,7,5,Kubernetes Administrator,IoT Engineer,7,8,3,5,6,8,9,5,Average,5
2082,Student 2082,Male,23,3.38,Data Science,Full Stack Development,2,4,None,Mobile App Developer,9,10,7,5,7,3,10,3,Strong,5
2083,Student 2083,Female,30,3.56,Software Engineering,Mobile App Development,4,0,None,Security Consultant,4,6,4,4,10,3,6,8,Average,9
2084,Student 2084,Non-binary,39,3.08,Mobile App Development,Deep Learning,6,1,Meta Frontend Developer,Quantum Computing Researcher,10,7,8,7,10,7,6,8,Strong,9
2085,Student 2085,Non-binary,32,3.72,Human-Computer Interaction,Quantum AI,2,4,TensorFlow Certified,Data Engineer,3,3,8,8,3,7,10,7,Weak,0
2086,Student 2086,Male,40,3.85,Computer Science,DevOps,6,3,TensorFlow Certified,Cybersecurity Analyst,7,9,6,4,6,9,7,7,Average,4
2087,Student 2087,Female,43,2.81,Cloud Computing,Big Data,4,1,IBM Quantum Developer,DevOps Engineer,7,5,7,8,7,9,10,7,Average,8
2088,Student 2088,Non-binary,23,2.89,Mobile App Development,Quantum AI,1,1,Cisco CCNA,Network Engineer,6,7,9,8,10,6,6,3,Weak,2
2089,Student 2089,Non-binary,29,3.28,AI & Robotics,Cyber Forensics,5,3,Google Android Developer,Security Consultant,4,8,9,10,6,3,6,8,Strong,1
2090,Student 2090,Non-binary,28,3.01,Game Development,Mobile App Development,1,3,IBM Quantum Developer,AI Researcher,6,4,7,10,9,8,7,10,Weak,4
2091,Student 2091,Male,28,3.86,Web Development,Full Stack Development,7,0,Microsoft Certified,Full Stack Developer,6,5,10,6,6,5,4,4,Average,8
2092,Student 2092,Non-binary,43,3.88,Blockchain Technology,Cyber Forensics,3,3,Meta Frontend Developer,Web Developer,8,3,5,6,5,5,7,10,Strong,1
2093,Student 2093,Non-binary,45,2.72,Software Engineering,Cloud Security,1,4,IBM Quantum Developer,Blockchain Developer,9,10,4,5,6,7,5,4,Average,7
2094,Student 2094,Female,32,2.63,Cybersecurity,Ethical Hacking,3,5,TensorFlow Certified,Cloud Architect,6,10,5,9,8,7,6,4,Average,5
2095,Student 2095,Female,23,3.22,Networking,Machine Learning,5,2,MIT AI Certification,Cloud Architect,5,8,4,7,10,3,8,4,Strong,2
2096,Student 2096,Female,40,3.62,Software Engineering,IoT Security,2,1,AWS Certified,Full Stack Developer,5,7,6,7,8,10,7,3,Strong,7
2097,Student 2097,Non-binary,23,3.46,Web Development,Blockchain Security,7,5,Google Data Analytics,DevOps Engineer,8,3,6,6,5,7,5,6,Weak,8
2098,Student 2098,Female,39,3.52,Data Science,Cyber Forensics,6,5,Kubernetes Administrator,Quantum Computing Researcher,5,8,9,10,3,7,4,5,Average,6
2099,Student 2099,Female,36,3.13,AI & Robotics,IoT Security,7,5,None,AI Researcher,6,9,7,10,9,3,8,6,Average,0
2100,Student 2100,Male,19,2.53,Human-Computer Interaction,DevOps,4,3,Google Data Analytics,Quantum Computing Researcher,3,9,7,10,6,9,3,10,Average,3
2101,Student 2101,Male,23,3.54,Computer Science,Data Visualization,6,3,MIT AI Certification,Data Scientist,8,10,4,7,8,8,5,10,Strong,5
2102,Student 2102,Non-binary,24,3.36,Human-Computer Interaction,AI Research,7,3,Meta Frontend Developer,Machine Learning Engineer,5,9,10,4,3,6,6,10,Weak,10
2103,Student 2103,Non-binary,37,3.12,Computer Science,IoT Security,3,2,Unity Certified,Blockchain Developer,7,4,10,6,8,6,8,8,Average,6
2104,Student 2104,Female,36,3.7,Computer Science,Quantum AI,3,4,Microsoft Certified,Cloud Architect,6,3,4,6,10,3,3,9,Weak,9
2105,Student 2105,Male,42,3.49,Mobile App Development,IoT Security,7,0,Microsoft Certified,Penetration Tester,6,3,4,3,5,4,10,7,Weak,7
2106,Student 2106,Male,41,2.79,Blockchain Technology,Blockchain Security,3,5,Microsoft Certified,Data Scientist,3,4,5,3,10,9,8,3,Average,10
2107,Student 2107,Female,42,3.02,Data Science,Data Visualization,6,5,Kubernetes Administrator,Data Scientist,3,4,6,6,9,8,6,8,Strong,8
2108,Student 2108,Female,41,2.88,Data Science,Blockchain Security,5,3,None,Data Scientist,4,9,3,10,6,5,9,6,Weak,7
2109,Student 2109,Female,37,3.76,Human-Computer Interaction,Machine Learning,1,0,IBM Quantum Developer,Web Developer,5,6,8,9,6,8,5,6,Weak,8
2110,Student 2110,Non-binary,22,3.72,AI & Robotics,AI Research,2,1,Meta Frontend Developer,Blockchain Developer,8,9,6,9,7,4,5,3,Strong,9
2111,Student 2111,Male,23,3.74,Networking,Cyber Forensics,6,2,MIT AI Certification,AI Researcher,8,6,7,5,5,5,8,3,Weak,5
2112,Student 2112,Male,35,3.44,Human-Computer Interaction,IoT Security,5,3,None,Mobile App Developer,6,6,3,6,5,3,10,7,Average,4
2113,Student 2113,Male,44,3.57,Web Development,Game Development,5,2,Red Hat Certified Engineer,Software Engineer,8,4,10,10,8,5,3,9,Weak,0
2114,Student 2114,Non-binary,35,2.83,Computer Science,Full Stack Development,6,1,Meta Frontend Developer,Full Stack Developer,5,7,8,7,8,8,8,4,Weak,6
2115,Student 2115,Male,37,3.28,Computer Science,Deep Learning,6,0,IBM Quantum Developer,Web Developer,9,7,3,7,6,10,9,7,Weak,0
2116,Student 2116,Non-binary,19,3.51,Bioinformatics,IoT Security,5,1,IBM Quantum Developer,Machine Learning Engineer,7,4,3,8,8,4,9,8,Weak,0
2117,Student 2117,Non-binary,19,2.92,Networking,Data Visualization,6,5,Google Data Analytics,DevOps Engineer,5,4,6,5,3,6,9,7,Weak,2
2118,Student 2118,Female,28,2.69,Quantum Computing,Cyber Forensics,6,1,CEH,DevOps Engineer,5,8,5,3,10,4,3,10,Strong,0
2119,Student 2119,Male,26,4.0,Software Engineering,Mobile App Development,2,2,Meta Frontend Developer,Data Engineer,9,6,5,5,9,6,6,10,Strong,10
2120,Student 2120,Female,20,2.83,Embedded Systems,Game Development,3,3,Meta Frontend Developer,DevOps Engineer,4,3,9,8,10,7,5,5,Strong,9
2121,Student 2121,Female,20,3.54,Embedded Systems,Big Data,7,0,Microsoft Certified,Software Engineer,5,3,8,5,6,5,5,10,Weak,0
2122,Student 2122,Female,26,2.63,Embedded Systems,Deep Learning,7,0,Meta Frontend Developer,DevOps Engineer,9,4,6,6,9,10,4,6,Average,1
2123,Student 2123,Male,37,3.41,Human-Computer Interaction,Quantum AI,5,3,AWS Certified,Mobile App Developer,7,10,10,5,4,5,10,7,Strong,0
2124,Student 2124,Male,31,3.45,Computer Science,Ethical Hacking,4,3,None,Quantum Computing Researcher,8,5,3,7,4,6,8,6,Weak,3
2125,Student 2125,Male,28,3.39,Embedded Systems,Deep Learning,1,2,None,DevOps Engineer,3,6,8,4,6,10,4,10,Strong,8
2126,Student 2126,Female,32,3.9,Game Development,Blockchain Security,2,0,Kubernetes Administrator,Machine Learning Engineer,6,5,8,9,8,6,9,3,Average,8
2127,Student 2127,Female,29,2.73,AI & Robotics,Deep Learning,2,0,None,Security Consultant,6,10,5,5,10,4,9,10,Average,5
2128,Student 2128,Non-binary,27,2.84,Cloud Computing,Cloud Security,4,5,CEH,Data Engineer,6,5,6,5,6,5,8,4,Weak,4
2129,Student 2129,Female,19,2.73,Cloud Computing,Cyber Forensics,7,0,Google Data Analytics,Penetration Tester,9,10,4,8,7,8,7,9,Strong,9
2130,Student 2130,Female,43,2.87,Bioinformatics,Mobile App Development,4,5,CEH,Quantum Computing Researcher,8,5,5,5,10,6,7,6,Strong,8
2131,Student 2131,Female,40,2.83,Software Engineering,Quantum AI,3,4,None,Blockchain Developer,6,6,9,10,6,9,5,10,Average,9
2132,Student 2132,Non-binary,20,3.79,Quantum Computing,Blockchain Security,6,4,None,Full Stack Developer,10,6,8,10,3,9,4,4,Weak,1
2133,Student 2133,Male,42,2.78,Web Development,Blockchain Security,4,1,None,Network Engineer,3,10,9,6,4,5,8,7,Average,3
2134,Student 2134,Non-binary,38,3.31,AI & Robotics,Game Development,7,0,Kubernetes Administrator,Network Engineer,3,10,4,3,7,8,8,9,Strong,2
2135,Student 2135,Female,33,2.74,Data Science,AI Research,7,0,Meta Frontend Developer,AI Researcher,9,8,8,6,9,9,8,8,Average,8
2136,Student 2136,Female,44,3.0,Quantum Computing,Full Stack Development,1,2,Meta Frontend Developer,AI Researcher,6,8,6,9,9,5,9,7,Average,5
2137,Student 2137,Male,24,3.05,Quantum Computing,Quantum AI,4,1,Unity Certified,Mobile App Developer,10,8,4,10,6,6,7,6,Strong,1
2138,Student 2138,Male,43,3.47,Quantum Computing,Deep Learning,5,0,AWS Certified,Mobile App Developer,9,6,3,7,9,7,9,9,Strong,9
2139,Student 2139,Non-binary,23,2.72,Networking,Ethical Hacking,3,1,Unity Certified,Cybersecurity Analyst,7,7,8,6,5,8,9,4,Strong,10
2140,Student 2140,Non-binary,43,3.94,Data Science,AI Research,3,0,None,Software Engineer,4,5,6,9,10,3,4,3,Average,5
2141,Student 2141,Female,34,3.83,Quantum Computing,DevOps,5,5,None,Data Engineer,4,5,5,3,4,10,7,10,Average,1
2142,Student 2142,Female,23,3.0,AI & Robotics,Cloud Security,1,3,CEH,Full Stack Developer,6,7,4,5,4,4,6,4,Weak,7
2143,Student 2143,Non-binary,21,3.81,Blockchain Technology,Big Data,1,4,IBM Quantum Developer,Data Scientist,7,5,6,3,9,3,7,8,Average,2
